Sentence ID,Sentence
തെറാപ്പിസ്റ്റ്.കസ്റ്റമർ.0.neutral,"തെറാപ്പിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
തെറാപ്പിസ്റ്റ്.ഒരു ആള.1.male,"തെറാപ്പിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
തെറാപ്പിസ്റ്റ്.ഒരു ആള.1.female,"തെറാപ്പിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
തെറാപ്പിസ്റ്റ്.ഒരു ആള.1.neutral,"തെറാപ്പിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
തെറാപ്പിസ്റ്റ്.ഒരു ആള.0.male,"തെറാപ്പിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
തെറാപ്പിസ്റ്റ്.ഒരു ആള.0.female,"തെറാപ്പിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
തെറാപ്പിസ്റ്റ്.ഒരു ആള.0.neutral,"തെറാപ്പിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.കസ്റ്റമർ.1.male,"അഡ്മിനിസ്ട്രേറ്റർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.കസ്റ്റമർ.1.female,"അഡ്മിനിസ്ട്രേറ്റർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.കസ്റ്റമർ.1.neutral,"അഡ്മിനിസ്ട്രേറ്റർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.കസ്റ്റമർ.0.male,"അഡ്മിനിസ്ട്രേറ്റർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.കസ്റ്റമർ.0.female,"അഡ്മിനിസ്ട്രേറ്റർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.കസ്റ്റമർ.0.neutral,"അഡ്മിനിസ്ട്രേറ്റർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.ഒരു ആള.1.male,"അഡ്മിനിസ്ട്രേറ്റർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.ഒരു ആള.1.female,"അഡ്മിനിസ്ട്രേറ്റർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.ഒരു ആള.1.neutral,"അഡ്മിനിസ്ട്രേറ്റർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.ഒരു ആള.0.male,"അഡ്മിനിസ്ട്രേറ്റർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.ഒരു ആള.0.female,"അഡ്മിനിസ്ട്രേറ്റർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഡ്മിനിസ്ട്രേറ്റർ.ഒരു ആള.0.neutral,"അഡ്മിനിസ്ട്രേറ്റർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വിൽപ്പനക്കാരൻ.കസ്റ്റമർ.1.male,"വിൽപ്പനക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
വിൽപ്പനക്കാരൻ.കസ്റ്റമർ.1.female,"വിൽപ്പനക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
വിൽപ്പനക്കാരൻ.കസ്റ്റമർ.1.neutral,"വിൽപ്പനക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
വിൽപ്പനക്കാരൻ.കസ്റ്റമർ.0.male,"വിൽപ്പനക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വിൽപ്പനക്കാരൻ.കസ്റ്റമർ.0.female,"വിൽപ്പനക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വിൽപ്പനക്കാരൻ.കസ്റ്റമർ.0.neutral,"വിൽപ്പനക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വിൽപ്പനക്കാരൻ.ഒരു ആള.1.male,"വിൽപ്പനക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
വിൽപ്പനക്കാരൻ.ഒരു ആള.1.female,"വിൽപ്പനക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
വിൽപ്പനക്കാരൻ.ഒരു ആള.1.neutral,"വിൽപ്പനക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
വിൽപ്പനക്കാരൻ.ഒരു ആള.0.male,"വിൽപ്പനക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വിൽപ്പനക്കാരൻ.ഒരു ആള.0.female,"വിൽപ്പനക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വിൽപ്പനക്കാരൻ.ഒരു ആള.0.neutral,"വിൽപ്പനക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
റിസപ്ഷനിസ്റ്റ്.കസ്റ്റമർ.1.male,"റിസപ്ഷനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
റിസപ്ഷനിസ്റ്റ്.കസ്റ്റമർ.1.female,"റിസപ്ഷനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
റിസപ്ഷനിസ്റ്റ്.കസ്റ്റമർ.1.neutral,"റിസപ്ഷനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
റിസപ്ഷനിസ്റ്റ്.കസ്റ്റമർ.0.male,"റിസപ്ഷനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
റിസപ്ഷനിസ്റ്റ്.കസ്റ്റമർ.0.female,"റിസപ്ഷനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
റിസപ്ഷനിസ്റ്റ്.കസ്റ്റമർ.0.neutral,"റിസപ്ഷനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
റിസപ്ഷനിസ്റ്റ്.ഒരു ആള.1.male,"റിസപ്ഷനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
റിസപ്ഷനിസ്റ്റ്.ഒരു ആള.1.female,"റിസപ്ഷനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
റിസപ്ഷനിസ്റ്റ്.ഒരു ആള.1.neutral,"റിസപ്ഷനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
റിസപ്ഷനിസ്റ്റ്.ഒരു ആള.0.male,"റിസപ്ഷനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
റിസപ്ഷനിസ്റ്റ്.ഒരു ആള.0.female,"റിസപ്ഷനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
റിസപ്ഷനിസ്റ്റ്.ഒരു ആള.0.neutral,"റിസപ്ഷനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ലൈബ്രേറിയൻ.കസ്റ്റമർ.1.male,"ലൈബ്രേറിയൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ലൈബ്രേറിയൻ.കസ്റ്റമർ.1.female,"ലൈബ്രേറിയൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ലൈബ്രേറിയൻ.കസ്റ്റമർ.1.neutral,"ലൈബ്രേറിയൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ലൈബ്രേറിയൻ.കസ്റ്റമർ.0.male,"ലൈബ്രേറിയൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ലൈബ്രേറിയൻ.കസ്റ്റമർ.0.female,"ലൈബ്രേറിയൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ലൈബ്രേറിയൻ.കസ്റ്റമർ.0.neutral,"ലൈബ്രേറിയൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ലൈബ്രേറിയൻ.ഒരു ആള.1.male,"ലൈബ്രേറിയൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ലൈബ്രേറിയൻ.ഒരു ആള.1.female,"ലൈബ്രേറിയൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ലൈബ്രേറിയൻ.ഒരു ആള.1.neutral,"ലൈബ്രേറിയൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ലൈബ്രേറിയൻ.ഒരു ആള.0.male,"ലൈബ്രേറിയൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ലൈബ്രേറിയൻ.ഒരു ആള.0.female,"ലൈബ്രേറിയൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ലൈബ്രേറിയൻ.ഒരു ആള.0.neutral,"ലൈബ്രേറിയൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉപദേശകൻ.കസ്റ്റമർ.1.male,"ഉപദേശകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഉപദേശകൻ.കസ്റ്റമർ.1.female,"ഉപദേശകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഉപദേശകൻ.കസ്റ്റമർ.1.neutral,"ഉപദേശകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഉപദേശകൻ.കസ്റ്റമർ.0.male,"ഉപദേശകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉപദേശകൻ.കസ്റ്റമർ.0.female,"ഉപദേശകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉപദേശകൻ.കസ്റ്റമർ.0.neutral,"ഉപദേശകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉപദേശകൻ.ഒരു ആള.1.male,"ഉപദേശകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഉപദേശകൻ.ഒരു ആള.1.female,"ഉപദേശകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഉപദേശകൻ.ഒരു ആള.1.neutral,"ഉപദേശകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഉപദേശകൻ.ഒരു ആള.0.male,"ഉപദേശകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉപദേശകൻ.ഒരു ആള.0.female,"ഉപദേശകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉപദേശകൻ.ഒരു ആള.0.neutral,"ഉപദേശകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഫാർമസിസ്റ്റ്.കസ്റ്റമർ.1.male,"ഫാർമസിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഫാർമസിസ്റ്റ്.കസ്റ്റമർ.1.female,"ഫാർമസിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഫാർമസിസ്റ്റ്.കസ്റ്റമർ.1.neutral,"ഫാർമസിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഫാർമസിസ്റ്റ്.കസ്റ്റമർ.0.male,"ഫാർമസിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഫാർമസിസ്റ്റ്.കസ്റ്റമർ.0.female,"ഫാർമസിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഫാർമസിസ്റ്റ്.കസ്റ്റമർ.0.neutral,"ഫാർമസിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഫാർമസിസ്റ്റ്.ഒരു ആള.1.male,"ഫാർമസിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഫാർമസിസ്റ്റ്.ഒരു ആള.1.female,"ഫാർമസിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഫാർമസിസ്റ്റ്.ഒരു ആള.1.neutral,"ഫാർമസിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഫാർമസിസ്റ്റ്.ഒരു ആള.0.male,"ഫാർമസിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഫാർമസിസ്റ്റ്.ഒരു ആള.0.female,"ഫാർമസിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഫാർമസിസ്റ്റ്.ഒരു ആള.0.neutral,"ഫാർമസിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കാവൽക്കാരൻ.കസ്റ്റമർ.1.male,"കാവൽക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
കാവൽക്കാരൻ.കസ്റ്റമർ.1.female,"കാവൽക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
കാവൽക്കാരൻ.കസ്റ്റമർ.1.neutral,"കാവൽക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
കാവൽക്കാരൻ.കസ്റ്റമർ.0.male,"കാവൽക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കാവൽക്കാരൻ.കസ്റ്റമർ.0.female,"കാവൽക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കാവൽക്കാരൻ.കസ്റ്റമർ.0.neutral,"കാവൽക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കാവൽക്കാരൻ.ഒരു ആള.1.male,"കാവൽക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
കാവൽക്കാരൻ.ഒരു ആള.1.female,"കാവൽക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
കാവൽക്കാരൻ.ഒരു ആള.1.neutral,"കാവൽക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
കാവൽക്കാരൻ.ഒരു ആള.0.male,"കാവൽക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കാവൽക്കാരൻ.ഒരു ആള.0.female,"കാവൽക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കാവൽക്കാരൻ.ഒരു ആള.0.neutral,"കാവൽക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സൈക്കോളജിസ്റ്റ്.കസ്റ്റമർ.1.male,"സൈക്കോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
സൈക്കോളജിസ്റ്റ്.കസ്റ്റമർ.1.female,"സൈക്കോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
സൈക്കോളജിസ്റ്റ്.കസ്റ്റമർ.1.neutral,"സൈക്കോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
സൈക്കോളജിസ്റ്റ്.കസ്റ്റമർ.0.male,"സൈക്കോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സൈക്കോളജിസ്റ്റ്.കസ്റ്റമർ.0.female,"സൈക്കോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സൈക്കോളജിസ്റ്റ്.കസ്റ്റമർ.0.neutral,"സൈക്കോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സൈക്കോളജിസ്റ്റ്.ഒരു ആള.1.male,"സൈക്കോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
സൈക്കോളജിസ്റ്റ്.ഒരു ആള.1.female,"സൈക്കോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
സൈക്കോളജിസ്റ്റ്.ഒരു ആള.1.neutral,"സൈക്കോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
സൈക്കോളജിസ്റ്റ്.ഒരു ആള.0.male,"സൈക്കോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സൈക്കോളജിസ്റ്റ്.ഒരു ആള.0.female,"സൈക്കോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സൈക്കോളജിസ്റ്റ്.ഒരു ആള.0.neutral,"സൈക്കോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വൈദ്യൻ.കസ്റ്റമർ.1.male,"വൈദ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
വൈദ്യൻ.കസ്റ്റമർ.1.female,"വൈദ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
വൈദ്യൻ.കസ്റ്റമർ.1.neutral,"വൈദ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
വൈദ്യൻ.കസ്റ്റമർ.0.male,"വൈദ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വൈദ്യൻ.കസ്റ്റമർ.0.female,"വൈദ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വൈദ്യൻ.കസ്റ്റമർ.0.neutral,"വൈദ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വൈദ്യൻ.ഒരു ആള.1.male,"വൈദ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
വൈദ്യൻ.ഒരു ആള.1.female,"വൈദ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
വൈദ്യൻ.ഒരു ആള.1.neutral,"വൈദ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
വൈദ്യൻ.ഒരു ആള.0.male,"വൈദ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വൈദ്യൻ.ഒരു ആള.0.female,"വൈദ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
വൈദ്യൻ.ഒരു ആള.0.neutral,"വൈദ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആശാരി.കസ്റ്റമർ.1.male,"ആശാരി കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ആശാരി.കസ്റ്റമർ.1.female,"ആശാരി കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ആശാരി.കസ്റ്റമർ.1.neutral,"ആശാരി കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ആശാരി.കസ്റ്റമർ.0.male,"ആശാരി കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആശാരി.കസ്റ്റമർ.0.female,"ആശാരി കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആശാരി.കസ്റ്റമർ.0.neutral,"ആശാരി കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആശാരി.ഒരു ആള.1.male,"ആശാരി ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ആശാരി.ഒരു ആള.1.female,"ആശാരി ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ആശാരി.ഒരു ആള.1.neutral,"ആശാരി ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ആശാരി.ഒരു ആള.0.male,"ആശാരി ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആശാരി.ഒരു ആള.0.female,"ആശാരി ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആശാരി.ഒരു ആള.0.neutral,"ആശാരി ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
നഴ്സ്.കസ്റ്റമർ.1.male,"നഴ്സ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
നഴ്സ്.കസ്റ്റമർ.1.female,"നഴ്സ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
നഴ്സ്.കസ്റ്റമർ.1.neutral,"നഴ്സ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
നഴ്സ്.കസ്റ്റമർ.0.male,"നഴ്സ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
